Timestamp,Course Number,Semester,DCID (EX: DC1233 or DCF2456),Assignment (Early or Late),"Assignment Type
(This is labeled in the data assignment spreadsheet).",CXT1,CXT1 Comments,CXT2a,CXT2a Comments,CXT2b,CXT2b Comments,CXT3,CXT3 Comments,CXT4a,CXT4a Comments,CXT4b,CXT 4b Comments,Overall Comments/Concerns,Coder,"Number of Pages
(Type the number of pages in the artifact. For instance, if an artifact has 12 pages, type 12.)"
5/20/2026 1:46,82273,F24,DC26170,Late,Final Paper,3,questions are stated clearly and connects to cultural context,2,sources do varies (a few peer reviewed articles and websites) but the survey only had a sample of 5 people,2,"feel like the sources were mentioned and used but not in depth, used more like to summarize than analyze",2,"post war context and the 1980s are mentioned, historical analysis isn't that strong",2.5,cultural values and traditions are mentioned and used well,3,good use of personal reflection from their experience ,,Lulu,18
5/20/2026 12:15,82273,F24,DC26170,Late,Final Paper,2,"The student states the factors that will influence the study of doujin culture in China and Japan. However, they don't offer clear explanations of how these factors could potentially influence the examination of doujin culture in the two countries. The student also doesn't really justify their reasoning for using interviews and text analysis in the study. ",2,"The student provides mostly appropriate and relevant to the context of the paper. The student also provided a good quantity of source materials that is more than required for the assignment. However, there were a couple of source materials that were not rigorous as it could have been, such as the use of Wikipedia in the paper. ",2,"The student uses interviews and text analysis to answer the research questions that they proposed. However, the results from these source materials seem to only support their major points for the second question. It didn't seem important for their answers to the first and third research questions. The rest of the source materials weren't helpful in supporting the other major points of the research questions, mostly acting as background information to motivate the study. ",1,"There was a brief mention of post war economics in relation to doujin culture in Japan from the 1970s and 1980s. However, there was little to no explanations of how it relates to the phenomena beyond the recent past. ",2,"The student states a couple of Japanese cultural traditions during their discussions of the study, but doesn't really explain how these traditions or Japanese ways of thinking have changed over time in regards to Doujin culture. ",2,"At the end of the paper, the student briefly describes their own way of thinking about a couple of Japanese cultural traditions and how it has changed their way of understanding Japanese culture and their view of their hobby doujin. However, the connection between their thinking and these traditions were very limited and could be further expanded upon. ",,Jerry,18
5/22/2026 13:29,82273,F24,DC26170,Late,Final Paper,3,It is maintained well throughout the paper,3,I think the sources were strong since the author interviewed people individually,3,The variety of sources the author used were referred to throughout the paper ,2.5,I think this section could have been expanded upon a little bit more,3.5,The culture aspect was a tradition that was focused throughout the paper which I think made it very strong,3,The student maintained their personal rationale and how it connects to the tradition throughout the paper.,,Henry,18
5/19/2026 0:27,82273,F24,DC26265,Early,Short Paper,2.5,"For some factors (which are the cultural beliefs in Japan during the 1980s), the student clearly explains how these factors were used to analyze Japanese culture in the 1980s, such as comparing modern-day cultures to 1980s Japanese culture through the film. However, for some factors, the student doesn't do quite as a good job explaining the factors' influence on the analysis of the film and Japanese culture. ",3,"The student used scenes from the film ""Tampopo"" to support their answers, which are appropriate to the instructions of the paper. The instructions for the paper didn't ask for the use of other source materials other than the film. Therefore the quantity of source materials is appropriate for this paper.",3,The student does explain and interpret specific scenes in the film well to support the major points in their answers for each question. However there are a couple of points that were not entirely addressed with the scenes in the film. ,3,The student does a good job at describing how their family culture in the modern day is different from Japanese culture in the 1980s when describing the appeal of Tampopo and Goro. The student goes into detail the different aspects of a successful woman in each cultures through mostly comprehensive explanations.,2.5,"The student does mention the different methods they used to analyze the film from a Japanese cultural perspective in the 1980s but doesn't acknowledge how these methods change over time. However, the student does use a cultural approach for the cultures comparison and explains how society has changed from 1980s to present-day. ",2,"The student describes the ideas of an ideal woman in their own culture as comparison to Japanese culture in the 1980s when looking at Tampopo and her character traits. However the student doesn't really acknowledge the connection between their thinking and the cultural approach, so the connection feels weak and underdeveloped. ",,Jerry,7
5/19/2026 0:44,82273,F24,DC26265,Early,Short Paper,1.5,the main subject/points are implied and not really directly framed like a claim,2.5,"film mainly used as primary source, use of other cultural context ",3,Film scenes are used with detail and cultural concepts are connected to them with reasonable clarity,2,"The 1980s context is used and compared, analysis a bit lacking and how it developed",2,"Multiple cultural traditions are named and applied well, not much on how they were shaped",2.5,personal reflection were well applied throughout,,Lulu,7
5/20/2026 9:53,82273,F24,DC26265,Early,Short Paper,2.5,No scholarly material the only reason why it is not a 3,3,Movie was well utilized,3,There were continuous references back to the film,2.5,Pretty good but could have been developed a little more. ,2,Not described very thoroughly,2,The student describes their own way of thinking but it is also not developed very much,There are many points which are mentioned but could have been expanded upon further,Henry,7
6/2/2026 11:27,82273,F24,DC26265,Early,Short Paper,2,,3,,3,,2.5,,2,,2,,artifact did not actually need to be reconciled,Reconciled Code,7
6/8/2026 13:00,82273,F24,DC26170,Late,Final Paper,2.5,,2.5,,2.5,,2,,3,,2.5,,needed to reconcile on cxt3 and cxt4a,Reconciled Code,18
5/20/2026 8:41,82273,F24,DC26265,Late,Final Paper,3,The student frames fundamental questions and they directly connects to the main points of the paper as the fundamental questions play a big role for the main idea for this paper. ,1.5,The student does gain credible sources when it comes to the perspective of the Japanese people but it lacks when it comes to the perspective of the tourist as it is purely based on their opinion and also lacks in quantity wise. ,3,"The student uses the survey, credible sources for the japanese perspective and some other credible sources to fill in the gaps. ",1,The paper only briefly talks about the past when it talks regarding the tourism in the past. And nothing else. ,2,The idea did develop over time but it felt like it was revolving around the same idea. ,1,The paper does not talk about the student's opinion that can contribute to the major point but only talks briefly at the end. ,,Noah,19
5/20/2026 14:11,82273,F24,DC26265,Late,Final Paper,2.5,"The student developed the background well, but does not use outside evidence to support the relationship between these factors.",2.5,The student gives an appropriate amount of evidence and sources.,2,The source materials are used to support most but not all the major points.,1.5,I think the student only mentions but does not develop much on the social phenomenon.,1.5,The student does not discuss how this tradition is developed in detail.,1.5,The student does not show a lot of personal thoughts throughout the article.,,Grace,19
5/30/2026 15:06,84389,S25,DC26294,Late,Final Paper,2.5,The introduction is very comprehensive that it includes fundamental questions.,3,The quantity of source materials is above expectation.,2.5,Main points are supported by at least one evidence.,2,The phenomenon is stated and explained.,1.5,The tradition is not quite connected to the way of thinking developed overtime.,1.5,The article lacks student's own way of thoughts,,Grace,12
5/26/2026 18:56,84389,S25,DC26323,Late,Final Paper,3,"the paper clearly states the who, what, why, how and are tied to the rest of the paper",2.5,"have the main academic sources and other news outlets and websites, not sure how reliable they are but do have a lot of references",2.5,the three theoretical frameworks are used with evidences in detail,3,had a lot of historical context and was provided with a lot of detail and analysis,1.5,wasn't sure if there's a lot of connections to traditions ,1,there's a brief personal connection (grandfather) but not much more besides that,,Lulu,10
6/1/2026 11:58,84389,S25,DC26323,Late,Final Paper,3,"The student does a good job at identifying and justifying the approaches they used to analyze the NPA, as well as stating the limitations to these approaches. The student uses these approaches to connect to the body of the project with relevant scholarly source material. ",2,"The student provides a lot of source materials in their paper. The source materials are mostly appropriate in providing context to the subject of study, however some of the source materials are not necessarily rigor. ",2,"the student provided adequate context from the source materials, but only the 3 theoretical frameworks that the student used to analyze the NPA supported a few of the major points. ",3,"The student provides an in-depth look into the history of the NPA, mostly their reasons for establishment and the negotiations between the NPA and the government post-Marcos dictatorship that have happened from beyond the recent part to the present. The student connected these negotiations from the past and present to one another. ",2,The student does talk about 3 theoretical frameworks that the student describes to analyze the NPA but doesn't acknowledge how these frameworks have changed or developed over time. ,1,"The student briefly mentions about his grandfather in relation to the harm that the NPA have done by stating that his grandfather experienced them, but that was about it. ",,Jerry,10
6/2/2026 12:07,84389,S25,DC26323,Late,Final Paper,3,,2.5,,2.5,,3,,2,,1,,artifact did not actually need to be reconciled,Reconciled Code,10
5/30/2026 14:11,84389,S25,DC26353,Late,Final Paper,3,The article includes key factors with explanations but lacks scholarly references.,2.5,The source materials used in this article has appropriate quantity and relevance to the project.,2.5,The student gives a detailed interpretation of the materials to support most of the major points.,2.5,The study is linked to the social phenomenon beyond recent past and explanation is comprehensive.,2,The article is mostly about wars and terrorism so that it does not quite focus on ways of thinking.,2,Some personal thoughts is given in the ends.,,Grace,9
5/30/2026 20:56,84389,S25,DC26353,Late,Final Paper,3,"clearly frames it in the how, who, what, why",3,"have a good variety and quantity of sources, especially compared to other ones ",3,"sources are used well and connected to the major points, also pretty consistent with connecting theories to evidences",3,"pretty strong especially with its use of context with specifics (pointed to specific events, etc.)",2.5,did contain several theoretical traditions and said how they apply,1,kind of brief at the end (conclusion) but lack depth,,Lulu,9
6/2/2026 12:09,84389,S25,DC26353,Late,Final Paper,3,,3,,3,,3,,2.5,,2,,artifact did not actually need to be reconciled,Reconciled Code,9
5/27/2026 10:55,84389,S26,DC269296,Late,Short Paper,3,The student clearly describes the policy approaches to preventing another terrorist attack in India after the Mumbai attacks in 2008 and the current limitations to the effectiveness of each of the policy changes. The student incorporates scholarly source material to support their justifications. ,NA,,NA,,0,"The Mumbai attacks was less than 20 years ago, so the student talked about how policy reforms have turned out for India after the Mumbai attacks. Thus, the student didn't identify other subject of study that was beyond the recent past. ",3,"The student talk about multiple policy efforts that the Indian government have implemented to prevent another tragedy from happening, as well as how effectively these reforms have been over time. ",NA,,,Jerry,4
5/14/2026 21:50,85221,F21,DC280995,Late,Final Paper,0.5,does not state past approaches and limitations,1,not enough evidence and source materials,1,only reach the lower bound of information about source materials,NA,N/A,2,linked to personal experience,NA,N/A,,Grace,
5/15/2026 5:20,85221,F21,DC280995,Late,Final Paper,3,"The author mentions who, what, where, when, why, and how several times regarding the topic that influences how the children make the decision. For each point, there were always follow ups to support. ",2,The interviewees were diverse and the sources the author used was official and well known. ,2,While the author switches back and fourth between official sources and the claims made from the interviewees to fill possible gaps and explain. ,NA,,2,The idea did develop over time but it felt like the author was revolving around the same idea. ,NA,,,Noah,
5/15/2026 20:41,85221,F21,DC280995,Late,Final Paper,2.5,The student does identify an approach to examining the question of whether a child should make their own decisions based on the factors of different ages and generations that people grew up in. The student then goes on to explain how these factors could potentially change the child development and whether they should make their own decisions. The student also incorporates theories to the answers of the interviewees but does a poor job at explaining how these theories are related to the responses from the interview and how these factors are related to one another. ,2,"The student provides interview responses and a couple of source materials regarding the theories of child development that are mostly appropriate and relevant to the context of the project. There are also a reasonable amount of source material for the project, with 3 interviewees of different generations and 3 different articles related to child development. ",2,The student provided adequate information about the developmental theories but didn't do a particularly good job at relating these theories to the interview evidence as it felt more descriptive rather than connective to the interview responses. The developmental theories only supported the major point on the connection between child's dependency on their parents' advice and the parents' upbringing style. ,NA,,2,"The student states developmental theories such as the Behaviorist Theory and information processing theory to interpret the responses of the interview. However, there was a lack of acknowledgement into how these theories changed over time. ",NA,,,Jerry,5
5/18/2026 11:32,85221,F21,DC280995,Late,Final Paper,2,The subjects of the study are well referenced throughout the paper and the claims made are connected back to the subjects of the study.,1.5,The interviews done by the student is good but it is not utilized very effectively.,1,The student writes very little about the source they decided to choose and it seems it is just there for the sake of being there.,NA,,2,There is an acknowledgement of how ways of thinking have changed over time as well as cultural implications but it is not expanded upon very much,2,It is definitely mentioned but I think similarly to CXT 4a it is super brief and not developed very strongly.,There is a strong foundation however the overall theme of this paper seems that the student did not expand upon their sources and analyses as much as they could.,Henry,
5/18/2026 12:17,85221,F21,DC280995,Late,Final Paper,2.5,,2,,2,,,,2,,,,,Reconciled Code,5
5/18/2026 19:43,82273,F24,DC308874,Early,Short Paper,2,The student clearly identifies the factors that was used to analyze the film and the characters inside it but doesn't go beyond to explaining these factors further and connecting it the overall paper. There was also no use of scholarly source material outside of just the film. ,3,"The student used scenes from the film ""Tampopo"" to support their answers, which are appropriate to the instructions of the paper. The instructions for the paper didn't ask for the use of other source materials other than the film. Therefore the quantity of source materials is appropriate for this paper.",3,The student provide adequate context from the scenes that they used to support their answers for each question. The student interpreted these scenes well to support the main points for each of the answers such as why Tampopo is an appealing character to them. ,1,"The student does mention the methods used to analyze Japanese culture in the 1980s through the film, but doesn't acknowledge or explains how the analysis of Japanese culture is affected by its time period in comparison to the present day. ",2,The student explicitly mentions the different approaches used to analyze the film and Japanese culture back in the 1980s but doesn't acknowledge how these approaches have changed with time. The student also implied a cultural approach when looking at the differences between a successful businesswoman in different cultures. ,2,"The student incorporated ideas from Indian culture and compared it to Japanese culture when it comes to talking about the differences between a successful woman in both cultures. Then in the question, the student states that they will want to Tampopo to stand up more for his son Tabo, which is influenced by their description of Indian culture. However, that connection was only implied and not clearly developed. ",,Jerry,13
5/26/2026 16:37,84389,S26,DC303939,Early,Short Paper,3,The student clearly describes why the 26/11 attacks in Mumbai should be classified as terrorism rather than an insurgency or civil war by using relevant scholarly source material to define terrorism and connect it to the 26/11 attacks,NA,,NA,,1,"The student talks about the history of the Lashkar-e-Taiba, the terrorist group behind the attacks in Mumbai, by looking back at when this group emerged (1980s) and the attacks they have carried out before the 2008 attacks. However, the student doesn't really focus on the historical context much further than that. ",2,"The student gives two possible explanations for why the LeT carried out their attacks in 2008. However, the student doesn't go further into how these explanations or the ideological beliefs behind the group's motives have developed over time. ",NA,,,Jerry,4
5/19/2026 0:30,82273,F24,DC308874,Early,Short Paper,1.5,"do have the main subject implied and identified the who and decently clear, ",2,"also uses the film itself as a primary source, decent use of class references, no external references",3,good use of specific described film scenes and connects to claims,2.5,consistently have cultural references and comparisons with other countries/times,2,good use of cultural traditions but not much on how they developed over time,3,have specific personal connections and are well incorporated ,,Lulu,13
5/20/2026 9:32,82273,F24,DC308874,Early,Short Paper,2.5,"Lots of references to different topics, just lackign the scholarly sources.",3,Continuous references to the film as the primary source of the paper.,3,The film is referenced as the baseline for what the paper is writing about.,1.5,There was not a clear and explicit mention about mentioning the topics of this paper to the recent past,2.5,A form of tradition is mentioned and referenced multiple points throughout the paper,2,Own thinking is mentioned but not developed as much as it could,,Henry,13
5/21/2026 17:13,82273,F24,DC308874,Early,Short Paper,2,,3,,3,,2,,2.5,,3,,,Reconciled Code,13
6/8/2026 13:04,82273,F24,DC26265,Late,Final Paper,3,,2,,2.5,,1,,2,,1,,artifact did not actually need to be reconciled,Reconciled Code,19
5/20/2026 8:00,82273,F24,DC308874,Late,Final Paper,2,Does explains the background context but doesn't use scholars evidence,1.5,Some evidences used were film which I think is unreliable but some are reliable as they are articles and books. ,3,The paper went back and fourth between multiple sources to fill in possible gaps. ,2,"The paper does analyze recent past with the film high and low. However, some ideas did not originate from high and low, making it miss some major points. ",2.5,"With the 2 films being major evidences, the idea developed over time by using necessary infos needed. Rather than pin pointing a single film and talking about it, the paper went back and forth to show necessary points and some flaws with its counter measures to develop the ideas. ",1,The student barely talks about the own way of thinking regarding the topic. The student does talks about how the student thinks but it is just saying how the student felt than the way of thinking. ,,Noah,21
5/26/2026 18:24,84389,S25,DC308984,Late,Final Paper,3,clear claim with how and why,3,there's a variety of references/sources and a lot too,3,evidence is used well with direct quotes and specific citations for major points,2,did mention taliban's orgins and other references for historical context ,2.5,mentions several traditions but more of theories like religious terrorism theory and how they play within certain context/times,1,didn't have much self reflection and personal connections,,Lulu,10
5/31/2026 12:11,84389,S25,DC308984,Late,Final Paper,4,"The student does a really good job at identifying and justifying the different approaches to studying the Taliban, such as using different theoretical frameworks that connects to how the Taliban are able to survive and regain power after 2 decades of fighting. The student is also able to connect these approaches to the body of the paper by explaining the limitations of these approaches theoretically. ",3,The sources that the student used were very much appropriate and relevant to their subject of study in the paper. The student also provided more than enough sources to examine their subject of study. ,3,"From each of the source, the student provided adequate information and context from the source material to make interpretations that supported their major points about the Taliban and their success. ",2,"The student talks about how the Taliban has survived for more than 2 decades from US and Afghan pressure and regain power in 2021. However, there wasn't an in-depth explanation into how the Taliban's success related to any phenomena beyond the recent past. ",2,"The student identifies many different theories to examine the Taliban and their trajectory from 2001 to 2021. However, the student doesn't acknowledge how these theories have changed over time. ",2,The student briefly describes their own thinking into the context of the theories by creating their own hypotheses into explaining the limitations of the theories in analyzing the Taliban through a theoretical perspective. ,,Jerry,10
6/2/2026 12:11,84389,S25,DC308984,Late,Final Paper,4,,3,,3,,2,,2.5,,2,,artifact did not actually need to be reconciled,Reconciled Code,10
5/25/2026 11:38,82273,S22,DC481748,Late,Final Paper,3,Factors are strongly supported throughout the paper,3,I think there were a good combination of scholarly articles as well as more casual surveys,3,All sources were connected quite well with each other and to the main argument throughout the entire paper,2.5,"There are mentions but this could have been expanded further, especially regarding to the portion in the 1970s which are brushed upon but not enough for the reader to understand the full context.",3.5,Covered in depth,2.5,"I think the reflection in the conclusion was strong, but think it is an area that could have been developed more throughout the paper.",,Henry,12
5/26/2026 15:41,82270,F24,DC823360,Early,Short Paper,2.5,Resources are used to support background information in the introduction.,3,The student used evidence of appropriate quantity and quality.,2.5,The evidence materials are used to support most of the main points in the article.,2.5,"The student explains how the delivery robot in China developed over time, but it is not comprehensive enough to get a 3.",1,"I think the student points out the tradition in the article, but does not mention how this is related to the way of thinking.",0.5,The student does not show personal thoughts throughout the whole article.,,Grace,6
5/26/2026 15:47,79211,F25,DCF2439,Early,Reflection,3,clearly states the why/how for the topic and connects to the rest of the reflection  ,1.5,only really one main source is used,2,"the source that was cited was used well, but some analysis doesn't have sources to back up",3,,1.5,have historical and policies but not much connected with traditions,NA,,,Lulu,1
5/26/2026 15:51,79211,S25,DCF2486,Early,Reflection,3,clear framing of question and connects well to the rest of the paper,3,good amount of sources are used (3) especially for how short it is,2.5,"quotes and citations are used to support, and good analysis ",2,does have early 20th century colonialism and connected to the context,2,have stated tradition like the 'civilizing mission' and how it shaped the US colonial thinking,,,,Lulu,1
5/26/2026 15:57,82270,F24,DC26122,Early,Short Paper,1.5,Implies the study of Taiwan healthcare robotics but does not frame fundamental questions.,3,The student provides appropriate amount of evidence and are very relevant to the article.,2.5,"Though there are various evidence in the article, they does not all support the main points.",2.5,The phenomenon is well-explained in section 2.,0.5,The article does not mention how this is related to the way of thinking.,0.5,The article is more like explanation of phenomenon rather than expression of personal opinions.,,Grace,7
5/26/2026 16:09,79211,F25,DC25633,Early,Reflection,1,the framing is very loose and a bit hard to follow but did identity the subject ,2,have 2 primary letters,2,few quotes were used well connecting to the analysis ,2,have more historical context on colonialism and events,1,briefly mentions tradition related evidence but not much explanation,,,,Lulu,1
5/26/2026 16:14,79211,F25,DC961916,Early,Reflection,3,"clearly frames the subject, around european colonial power, etc. ",3,have both primary sources and a secondary source,3,quoted were directly used and with good analysis,2.5,did contextualize the letters with broad context ,2,"stated possible traditions like ""civilizing mission"" and other but not much analysis",NA,,,Lulu,2
5/26/2026 16:15,82270,F24,DC402763,Early,Short Paper,2.5,Framed the fundamental questions quite well.,2,"The evidence used is relevant, but the amount just reached the minimum bar.",2,Only some major points are supported with great evidence.,2,"The phenomenon is explained clearly in section 2, but not in-depth.",1.5,"The social phenomenon is not connected to the way of thinking, but the article points out some concerns and attitudes from the public.",1,The student did not show personal thoughts in the article.,,Grace,7
5/26/2026 16:29,79211,F25,DCF24179,Early,Reflection,3.5,"clearly frames the subject with specifics like orientalism, colonialism, and resistance",4,"variety of sources are used, primary (the letters), 2 secondary (lockard, barker), and also like a theoretical framework ",3.5,quotes are cited and used consistently with good analysis,2.5,"context of the letters were stated clearly (ex franco dutch war, etc.) ",3,identifies orientalism as a tradition and explains how it changes/affects others through different context,NA,,,Lulu,4
5/26/2026 16:42,79211,F25,DC814090,Early,Reflection,2,clear subject and relevant factors within context ,1.5,"only the two primary letters are used, no other sources",2.5,quotes were used regularly and supported,2,references specific events/era for context ,0.5,did touches on some ideology but didn't really identify and analyzed any traditions,NA,,,Lulu,1
5/26/2026 17:02,79211,F25,DC728001,Early,Reflection,2.5,clear framing of the subject with specific events/evidence,3,3 sources were used with relevant to the rest of the reflection,2.5,quotes and citations were used well and support the points made,2,"have some references to the context (native american, asia colonial patterns, etc.)",2.5,"had ""Imperial Alibi"" as a tradition and connected to broader patterns within the context",NA,,,Lulu,2
5/26/2026 17:14,79211,F25,F25890,Late,Reflection,2,stated subject in question with some specifics but framing isn't that good,2,two films are used with references,2,some specific examples are used but briefly and not much in detail,1.5,mentioned the asian financial crisis and connects to other context but lacks a lot,1,Buddhist values and punk culture are mentioned but neither were really examined much as traditions,NA,,,Lulu,2
5/26/2026 17:27,79211,F25,DCF2486,Late,Reflection,3,clear framing of the subject with specific references ,2,the two films and previous reading were used,3,specific scenes were used and described with detail to support,2,references to historical context and events but maybe needs more analysis of those contexts,2.5,mentions how buddhist practice has adapted and evolved,NA,,,Lulu,1
5/26/2026 17:39,79211,F25,DC961916,Late,Reflection,3,clear framing of the subject with how and specifics,3,uses the 2 films and the article,3.5,direct quotes and specific scenes were used and consistently supporting the analysis,2.5,mentions thailand's economic context through different rimes and how it've changed,2,did mention like buddhism and punk ideologies as traditions,NA,,,Lulu,2
5/26/2026 17:54,79211,F25,DC550896,Late,Reflection,3.5,"very clear and analytical claim, direct and with specifics",4,"a lot of references used (2 films, 2 articles and background reading)",3,evidence supports the points made with detail description,3,have development of historical context (ex thailand's development through crisis to present movements),2.5,"included how traditions like buddhist nationalism, punk, and thai practices have evolved over time",NA,,,Lulu,2
5/30/2026 14:34,84389,S25,DC311115,Late,Final Paper,2.5,"Background information is comprehensive, and fundamental questions are answered.",2.5,good variety of source evidence.,2.5,"Explanations of evidence are given, but I feel like not all sources are very relevant to the article.",2,The subject of study and phenomenon beyond recent past is identified.,1.5,The connection between ways of thinking developed overtime and this phenomenon does not clearly stated.,1,The student does express his/her way of thinking in the article.,,Grace,10
5/26/2026 17:57,84389,S26,DC520475,Early,Short Paper,3,"The student describes a lot of factors that contribute to how Hezbollah should be viewed as, as well as describing the factors that allow Hezbollah to be as influential as it has been in Lebanon and regions around the country. The student uses lots of relevant scholarly source material to talk about these factors. ",NA,,NA,,2,"The student talks about how the Hezbollah have developed and changed over the past 20-30 years, from its creation in 1982 due to the Israel invasion of Lebanon to the Iranian-Israel conflict in 2024. However, I feel like the explanation of the connections between these development over the years are limited and lack depth. ",3,"The student goes in depth into how the principles, practices, goals, and traditions of Hezbollah have changed based on the changing circumstances from the 1980s to present-day. For instance, the student talks about the stabilized political power that the group have inside the Lebanon government since their participation in 1982, using their influence in schools and youth programs, to current day, where their legitimacy have decreased due to their methods. ",NA,,,Jerry,5
5/28/2026 0:28,84389,S26,DC520475,Late,Short Paper,3,The student identifies the different approaches that Hezbollah have taken to respond to efforts targeted towards destroying Hezbollah and similar groups and uses relevant scholarly source material to connect these factors/approaches with one another. ,NA,,NA,,1,"The student talks about how Hezbollah have relied on Iran's financial support over the past 40 years to survive and be influential in the region they reside in. However, it feels more like a passing acknowledgement from the student about Hezbollah.",2,The student uses a couple of theories to talk about the shifting approaches/goals of Hezbollah but doesn't describe how these theories have changed or developed over the years. ,NA,,,Jerry,5
5/30/2026 22:10,84389,S25,DC311115,Late,Final Paper,3,"have the who, what, why, how in detail",2,have a variety of sources and quantity but a lot are websites so don't know how trustworthy those sources are,2.5,"did consistently use sources and analysis back to main points, there are some that could use more support from evidences",2.5,"have historical contexts for a lot of evidences, etc. ",2,"did have traditions like strategic logic, etc, and mentions how they were used ",1,also not much personal reflection was said throughout the paper,,Lulu,10
6/2/2026 12:12,84389,S25,DC311115,Late,Final Paper,3,,2.5,,2.5,,2.5,,2,,1,,artifact did not actually need to be reconciled,Reconciled Code,10
6/1/2026 23:04,84389,S25,DC339937,Late,Final Paper,3.5,The student does a great job at identifying the different approaches and theories that could be used to analyze the AQAP and justifying their reasons for the approaches. The student connects it to the paper by also talking about the limitations of these approaches and incorporating other relevant scholarly source material. ,3,The student provides a lot of source material that is appropriate and relevant to the subject of study in the paper. The source materials are also mostly rigor except for a handful of source materials. ,3,The student does a good job at providing adequate information and context from the source materials and creating reasonable interpretations from these information that supported most of the major points that the student made about AQAP. ,0,"Since the AQAP was established less than 20 years ago (in 2009), the student doesn't really explain any other subject of study that was beyond the recent past. ",2,"The student provided a lot of theoretical frameworks that could be used to analyze AQAP and their development in less than 20 years of establishment, but doesn't explain how these theoretical frameworks have changed or developed over time. ",2,The student does incorporate their own way of thinking into the context of the theoretical gaps that the provided theories fail to explain when it comes to analyzing AQAP by talking about information they have learned in class and incorporating other theoretical frameworks. ,,Jerry,9
5/14/2026 19:03,85221,F21,DC373098,Late,Final Paper,3,explain most factors,3,An appropriate quantity of evidence,3.5,use source materials to illustrate most major points,NA,beyond present and recent past ,3,shows how the way of thinking has developed,NA,state how the tradition shaper the author's way to thinking,,Grace,
5/14/2026 19:17,85221,F21,DC373098,Late,Final Paper,3.5,"clearly frames the subject and have who, what, why, how",3,"have a good diverse mix of sources such as textbook, theoretical texts, culture sources, etc. ",3.5,"Evidence is used transparently and strategically throughout (interview data, quiz results, applying theories, good connections)",NA,have meaningfully connections with phenomena beyond the recent past,2.5,"The essay identifies and applies 2 clear theoretical traditions and have good connections, but didn't have much of how the traditions developed ",NA,"very reflective and personal, also connected to broader context from other sections",,Lulu,
5/26/2026 17:26,84389,S26,DC588720,Early,Short Paper,2.5,The student briefly describes the reason why the PKK should be separated from just being a terrorist group using the definition of terrorism from relevant scholarly source material but it feels more like a statement rather than a description of the reason. ,NA,,NA,,1,The student only mentions when the PKK was founded and the fact that the group initiated an armed insurgency against Turkey by 1984. ,2,The student provides a couple of explanations for how the PKK started and is continuing to grow over time. However the student doesn't talk about how these explanations/theories have changed over time,NA,,,Jerry,4
5/28/2026 0:18,84389,S26,DC588720,Late,Short Paper,3,"The student states the different approaches that the Turkish government have undergone to weaken and destroy the PKK organization, using scholarly source material to back up their claims. ",NA,,NA,,2,The student talks about the different events that has happened against the PKK by the Turkish government beyond the past twenty years. However the student's explanations could be further developed as it feels pretty limited.  ,2,The student talks about the different theories regarding the methods that Turkey have used to dismantle the PKK. However the student does not acknowledge how these theories have changed over time. ,NA,,,Jerry,5
5/15/2026 0:52,85221,F21,DC373098,Late,Final Paper,3,"The author describes the factors that influences the child development very well as each points are connected to each other. Additionally, the author also connected the ideas with the scholary source as well. ",3,"Not only explaining what the individuals said, the author took an extra step and created a table to categorize the evidence. Hence allowing more rigor reasonings and depth. ",3,"By categorizing the evidence, the author was able to do analysis strategically. For example, it showed how parents can influence the overall attachment style of the child but not always. ",NA,,3,The author does talk about the tradition in different nations that affects the overall environment in the household and uses this idea to explain the overall attachment style. ,NA,,,Noah,
5/27/2026 17:57,82270,F24,DC800345,Early,Short Paper,1.5,"The background information is incomplete (does not mention when, who)",1.5,The evidence seems just 'be there' and is not pretty relevant to the article.,1,Most main points are supported by argument and text explanations instead of evidence materials.,2.5,The explanation is mostly comprehensive and in-depth.,2.5,The student links the development of robot with the American history of industrilization.,1.5,The student explains the interest in the field to robots instead of how the robots influence his/her way of thinking.,,Grace,7
5/27/2026 18:11,82270,F24,DC26337,Early,Short Paper,1.5,Fundamental questions are not all answered in the beginning.,3,"The evidence used has a great variety, quality, and relevance to the article.",3,Not only the major points but also the minor points are explained and supported by the source materials,2,"The student points out cultural and historical backgrounds/phenomena, but lacks in-depth explanations.",1,The student does not state clearly the specific tradition and its related way of thinking.,0.5,The article does not include the student's personal way of thinking.,,Grace,6
5/27/2026 18:27,82270,F24,DC560050,Early,Short Paper,1.5,"Fundamental questions are not answered completely (lacks when, who, and how)",2,Good variety of source materials used in the article.,2,The interpretations of source materials after main arguments are not in-depth.,2,Social phenomenon is clearly stated and explained.,1.5,The connection between the tradition and ways of thinking is not explained in-depth in the article.,0.5,Personal way of thinking is not showed in the article.,,Grace,7
5/27/2026 19:45,82270,F24,DC348458,Early,Short Paper,1.5,"The introduction did not mention how, who, or when.",3,Both data and literature evidence are used. The quantity is also above expectations.,3,Almost every point in the article is supported by one or two source materials.,1.5,There is no specific phenomenon being pointed out.,1.5,The article does not talked much about ways of thinking developed overtime.,2,"In the conclusion, the student talks about his/her feelings and thoughts in this fields.",,Grace,6
5/27/2026 19:49,82270,F24,DC26332,Early,Short Paper,1,Lack of background information.,2.5,The evidence used is of good quantity and relevance.,2,Most of the major points are being supported by eveidence.,2,,1.5,The article talks about the development of robots but does not talk about the development of ways of thinking regarding robots.,0.5,Does not include the student's own way of thinking in the article.,,Grace,6
